,image,text,output
816,diagram_247.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
817,diagram_247.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
818,diagram_247.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
819,diagram_247.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
820,diagram_248.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
821,diagram_248.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
822,diagram_248.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
823,diagram_248.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 10 vertices and 15 edges."
824,diagram_248.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are three different kinds of particles: electrons, protons, and neutrons."
825,diagram_249.png,How many independent loops are there in the diagram?,There are four independent loops in the diagram.
826,diagram_249.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
827,diagram_249.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
828,diagram_249.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices and 12 edges."
829,diagram_249.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
830,diagram_25.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
831,diagram_25.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
832,diagram_25.png,How many internal edges are there in the diagram?,"In the diagram, there are four internal edges."
833,diagram_25.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four lines connecting them."
834,diagram_25.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
835,diagram_250.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
836,diagram_250.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
837,diagram_250.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
838,diagram_250.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
839,diagram_250.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are two different kinds of particles: electrons and protons."
840,diagram_251.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
841,diagram_251.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
842,diagram_251.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges and one external edge."
843,diagram_251.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three lines connecting them."
844,diagram_251.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
845,diagram_252.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
846,diagram_252.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
847,diagram_252.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
848,diagram_252.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
849,diagram_252.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
850,diagram_253.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
851,diagram_253.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
852,diagram_253.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
853,diagram_253.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 10 vertices and 10 edges."
854,diagram_253.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
855,diagram_254.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
856,diagram_254.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
857,diagram_254.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
858,diagram_254.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices, which are the points where the lines intersect."
859,diagram_254.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
860,diagram_255.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
861,diagram_255.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
862,diagram_255.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
863,diagram_255.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices, which are the points where the lines intersect."
864,diagram_255.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
865,diagram_256.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
866,diagram_256.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
867,diagram_256.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
868,diagram_256.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 interaction vertices."
869,diagram_256.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
870,diagram_257.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
871,diagram_257.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
872,diagram_257.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges."
873,diagram_257.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction points."
874,diagram_257.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
875,diagram_258.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
876,diagram_258.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
877,diagram_258.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
878,diagram_258.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
879,diagram_258.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
880,diagram_259.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
881,diagram_259.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
882,diagram_259.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.
883,diagram_259.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.
884,diagram_259.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
885,diagram_26.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
886,diagram_26.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
887,diagram_26.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
888,diagram_26.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices."
889,diagram_26.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
890,diagram_260.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
891,diagram_260.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
892,diagram_260.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
893,diagram_260.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
894,diagram_260.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
895,diagram_261.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
896,diagram_261.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
897,diagram_261.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
898,diagram_261.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four lines connecting them."
899,diagram_261.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
900,diagram_262.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
901,diagram_262.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
902,diagram_262.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
903,diagram_262.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three lines."
904,diagram_262.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
905,diagram_263.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
906,diagram_263.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
907,diagram_263.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges."
908,diagram_263.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three lines connecting them."
909,diagram_263.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
910,diagram_264.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
911,diagram_264.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
912,diagram_264.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
913,diagram_264.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
914,diagram_264.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
915,diagram_265.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
916,diagram_265.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
917,diagram_265.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
918,diagram_265.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
919,diagram_265.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
920,diagram_266.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
921,diagram_266.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
922,diagram_266.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
923,diagram_266.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
924,diagram_266.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
925,diagram_267.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
926,diagram_267.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
927,diagram_267.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges."
928,diagram_267.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three lines connecting them."
929,diagram_267.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
930,diagram_268.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
931,diagram_268.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
932,diagram_268.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges."
933,diagram_268.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices, including the vertices of the triangles and the vertices of the pentagon."
934,diagram_268.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
935,diagram_269.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
936,diagram_269.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
937,diagram_269.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
938,diagram_269.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
939,diagram_269.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
940,diagram_27.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
941,diagram_27.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
942,diagram_27.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
943,diagram_27.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
944,diagram_27.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
945,diagram_270.png,How many independent loops are there in the diagram?,There are four independent loops in the diagram.
946,diagram_270.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
947,diagram_270.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
948,diagram_270.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 18 edges."
949,diagram_270.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
950,diagram_271.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
951,diagram_271.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
952,diagram_271.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
953,diagram_271.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
954,diagram_271.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
955,diagram_272.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
956,diagram_272.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
957,diagram_272.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
958,diagram_272.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four interaction lines connecting them."
959,diagram_272.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
960,diagram_273.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
961,diagram_273.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
962,diagram_273.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
963,diagram_273.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices and one interaction vertex."
964,diagram_273.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
965,diagram_274.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
966,diagram_274.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
967,diagram_274.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges."
968,diagram_274.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction lines."
969,diagram_274.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
970,diagram_275.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
971,diagram_275.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
972,diagram_275.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
973,diagram_275.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices."
974,diagram_275.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
975,diagram_276.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
976,diagram_276.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
977,diagram_276.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
978,diagram_276.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
979,diagram_276.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
980,diagram_277.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
981,diagram_277.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
982,diagram_277.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges."
983,diagram_277.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction lines."
984,diagram_277.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
985,diagram_278.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
986,diagram_278.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
987,diagram_278.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
988,diagram_278.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
989,diagram_278.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are two different kinds of particles: electrons and sperm."
990,diagram_279.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
991,diagram_279.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
992,diagram_279.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
993,diagram_279.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices."
994,diagram_279.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
995,diagram_28.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
996,diagram_28.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
997,diagram_28.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
998,diagram_28.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
999,diagram_28.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are two different kinds of particles: electrons and protons."
1000,diagram_280.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1001,diagram_280.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
1002,diagram_280.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges and three external edges."
1003,diagram_280.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three lines connecting them."
1004,diagram_280.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1005,diagram_281.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1006,diagram_281.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
1007,diagram_281.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.
1008,diagram_281.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices."
1009,diagram_281.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
1010,diagram_282.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1011,diagram_282.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
1012,diagram_282.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
1013,diagram_282.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 18 edges."
1014,diagram_282.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1015,diagram_283.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1016,diagram_283.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
1017,diagram_283.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1018,diagram_283.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
1019,diagram_283.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
1020,diagram_284.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1021,diagram_284.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
1022,diagram_284.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
1023,diagram_284.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 12 edges."
1024,diagram_284.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1025,diagram_285.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1026,diagram_285.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
1027,diagram_285.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges."
1028,diagram_285.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction points."
1029,diagram_285.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1030,diagram_286.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1031,diagram_286.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
1032,diagram_286.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1033,diagram_286.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
1034,diagram_286.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are two different kinds of particles: electrons and photons."
1035,diagram_287.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1036,diagram_287.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
1037,diagram_287.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1038,diagram_287.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1039,diagram_287.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1040,diagram_288.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1041,diagram_288.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
1042,diagram_288.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1043,diagram_288.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
1044,diagram_288.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
1045,diagram_289.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1046,diagram_289.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
1047,diagram_289.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1048,diagram_289.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
1049,diagram_289.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
1050,diagram_29.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1051,diagram_29.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
1052,diagram_29.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1053,diagram_29.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
1054,diagram_29.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
1055,diagram_290.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1056,diagram_290.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1057,diagram_290.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1058,diagram_290.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
1059,diagram_290.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1060,diagram_291.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1061,diagram_291.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1062,diagram_291.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1063,diagram_291.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1064,diagram_291.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
1065,diagram_292.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1066,diagram_292.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
1067,diagram_292.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1068,diagram_292.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1069,diagram_292.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1070,diagram_293.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1071,diagram_293.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
1072,diagram_293.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1073,diagram_293.png,How many interaction vertices are there in the diagram?,"In the diagram, there are five vertices and six edges."
1074,diagram_293.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1075,diagram_294.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1076,diagram_294.png,How many external legs are there in the diagram?,"There are no external legs in the diagram. The diagram is a representation of a circuit with various components, such as a battery, a resistor, and a capacitor."
1077,diagram_294.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1078,diagram_294.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1079,diagram_294.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1080,diagram_295.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1081,diagram_295.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
1082,diagram_295.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
1083,diagram_295.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices, which are the points where the lines intersect."
1084,diagram_295.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1085,diagram_296.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1086,diagram_296.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1087,diagram_296.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1088,diagram_296.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1089,diagram_296.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1090,diagram_297.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1091,diagram_297.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
1092,diagram_297.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1093,diagram_297.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1094,diagram_297.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: black and white particles.
1095,diagram_298.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1096,diagram_298.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1097,diagram_298.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1098,diagram_298.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1099,diagram_298.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are two different kinds of particles: electrons and photons."
1100,diagram_299.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1101,diagram_299.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
1102,diagram_299.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1103,diagram_299.png,How many interaction vertices are there in the diagram?,There are five interaction vertices in the diagram.
1104,diagram_299.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1105,diagram_3.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1106,diagram_3.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1107,diagram_3.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1108,diagram_3.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1109,diagram_3.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1110,diagram_30.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1111,diagram_30.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
1112,diagram_30.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1113,diagram_30.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 10 vertices and 15 edges."
1114,diagram_30.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1115,diagram_300.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1116,diagram_300.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
1117,diagram_300.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1118,diagram_300.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1119,diagram_300.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are two different kinds of particles: black and white."
1120,diagram_301.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1121,diagram_301.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
1122,diagram_301.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges and 12 external edges."
1123,diagram_301.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 10 vertices and 15 edges."
1124,diagram_301.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1125,diagram_302.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1126,diagram_302.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1127,diagram_302.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
1128,diagram_302.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices and 14 edges."
1129,diagram_302.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1130,diagram_303.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1131,diagram_303.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
1132,diagram_303.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1133,diagram_303.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.
1134,diagram_303.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1135,diagram_304.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
1136,diagram_304.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
1137,diagram_304.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
1138,diagram_304.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 18 edges."
1139,diagram_304.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
1140,diagram_305.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
1141,diagram_305.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
1142,diagram_305.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.
1143,diagram_305.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
1144,diagram_305.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
